Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Rostov-on-Don (fee),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2020,199870.0,180357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2020,1328413.0,1173724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2020,3874.0,3655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (Gagarin),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('46.169983'), Decimal('51.71802'))"
Saskılah,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2020,461551.0,465792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2020,27132.0,27140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2020,2759.0,5718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2020,144627.0,133801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2020,32718.0,31569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('50.851293'), Decimal('61.663805'))"
Taz,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2020,402.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('41.491404'), Decimal('52.803629'))"
Tarko-Sale,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('77.789172'), Decimal('64.922685'))"
Tigil,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2020,809.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Tolka,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2020,45396.0,42924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('85.209517'), Decimal('56.388412'))"
Tugur,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2020,76.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2020,143845.0,137226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Ulan Ude (Mukhino),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2020,27382.0,25217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2020,274972.0,252985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2020,146383.0,134614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2020,30348.0,29612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2020,1155.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2020,77.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2020,30366.0,29753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not found
Chelyabinsk (Balandino),2020,127455.0,120116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2020,32552.0,29340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2020,252.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('135.28347'), Decimal('54.69673'))"
Shakhtars'k,2020,167.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2020,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2020,349.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2020,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.330575'), Decimal('46.369401'))"
South kurilsk (Mendeleevo),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2020,82774.0,79962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2020,58549.0,53765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2020,5437.0,5401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2020,3638.0,3444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2019,12571.0,11563.0,12427.0,13023.0,16641.0,22758.0,27883.0,27391.0,19478.0,16155.0,14745.0,89.8,209772.0,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr (Carbon),2019,3785.0,3916.0,5061.0,7169.0,8601.0,10464.0,13569.0,13429.0,11190.0,8370.0,7144.0,199.0,102129.0,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2019,52526.0,42294.0,55115.0,59989.0,93349.0,259787.0,328287.0,345629.0,226477.0,73539.0,51820.0,82.1,1641376.0,"(Decimal('37.341511'), Decimal('45.003748'))"
Apatite (Khibiny),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2019,60528.0,53932.0,64110.0,70235.0,80177.0,91882.0,100833.0,102409.0,84441.0,71691.0,74218.0,307.1,922539.0,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2019,41114.0,39174.0,45243.0,53806.0,61787.0,57785.0,64972.0,67742.0,72390.0,67318.0,51527.0,99.16,672456.0,"(Decimal('47.999896'), Decimal('46.287344'))"
Trip,2019,107.0,131.0,212.0,185.0,149.0,299.0,310.0,311.0,316.0,235.0,218.0,1.54,2604.0,"(Decimal('138.042241'), Decimal('56.431311'))"
Baykit,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2019,37798.0,32395.0,36497.0,32040.0,42065.0,52247.0,61579.0,64426.0,48173.0,41638.0,35150.0,309.6,519743.0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2019,18809.0,17591.0,23221.0,30448.0,45872.0,55952.0,57922.0,58609.0,55720.0,43963.0,32577.0,7.83,468672.0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2019,4081.0,3636.0,4891.0,6674.0,6319.0,6364.0,7014.0,7258.0,5805.0,6038.0,6899.0,12.3,71719.0,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2019,23.0,65.0,49.0,109.0,164.0,272.0,370.0,402.0,219.0,275.0,333.0,1.0,2428.0,"(Decimal('179.293427'), Decimal('63.025373'))"
Blagoveshchensk (Ignatevo),2019,35736.0,32902.0,37492.0,38701.0,42689.0,48502.0,56433.0,59256.0,54598.0,50464.0,47072.0,289.4,552802.0,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2019,209.0,194.0,230.0,211.0,147.0,150.0,206.0,226.0,197.0,145.0,207.0,1.2,2352.0,"(Decimal('140.445792'), Decimal('52.376818'))"
Bodaybo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2019,2824.0,3427.0,3945.0,3734.0,4418.0,3970.0,3682.0,3684.0,3549.0,4125.0,4033.0,1.97,45681.0,"(Decimal('52.790306'), Decimal('54.634026'))"
Vanavara,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('121.691798'), Decimal('63.754713'))"
Vladivostok (Knevichi),2019,200824.0,192686.0,214262.0,216411.0,248751.0,276740.0,335918.0,365140.0,302346.0,283536.0,223592.0,2206.11,3079344.0,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2019,84442.0,78224.0,92919.0,99022.0,109265.0,114718.0,123253.0,122807.0,111189.0,105870.0,87428.0,95.0,1214216.0,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2019,1268.0,1221.0,1410.0,1188.0,1503.0,1966.0,2169.0,2411.0,1622.0,946.0,1118.0,1.54,17624.0,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2019,45486.0,43981.0,50712.0,57390.0,80879.0,92276.0,97587.0,101244.0,92382.0,79300.0,57866.0,26.76,856969.0,"(Decimal('39.225359'), Decimal('51.812576'))"
Gelendzhik,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2019,2792.0,2766.0,3519.0,4047.0,7115.0,11484.0,16440.0,17131.0,13332.0,8714.0,7293.0,0.0,102338.0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('45.699751'), Decimal('43.384707'))"
deputy,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('80.383003'), Decimal('73.516386'))"
Ekaterinburg (Koltsovo),2019,407644.0,363738.0,444428.0,452243.0,522244.0,612407.0,685368.0,691949.0,633417.0,549607.0,436987.0,1673.96,6232318.0,"(Decimal('60.802263'), Decimal('56.750256'))"
Pitorafik,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2019,259.0,206.0,431.0,571.0,685.0,985.0,1020.0,1011.0,809.0,510.0,411.0,14.0,7373.0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2019,231.0,67.0,73.0,145.0,165.0,286.0,558.0,287.0,181.0,221.0,181.0,0.51,2520.0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zыrjanka,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2019,1614.0,1589.0,1674.0,1754.0,2092.0,4741.0,6582.0,6832.0,4998.0,2072.0,2022.0,31.29,38273.0,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(Decimal('49.047682'), Decimal('67.645944'))"
