Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200509,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,135043
200509,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135944
200509,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4240
200509,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4166
200509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4792
200509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5140
200509,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,108
200509,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,315
200509,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20455
200509,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20635
200509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,8370
200509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9874
200509,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9154
200509,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9486
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Low Fare,Terminal 1,C,17291
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,68347
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Low Fare,Terminal 1,C,17453
200509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,67160
200509,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,9931
200509,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10752
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13426
200509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12989
200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7735
200509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7624
200509,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4648
200509,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4401
200509,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,1996
200509,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,1677
200509,Independence Air,DH,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,5218
200509,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,5503
200509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7087
200509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8264
200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9562
200509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9513
200509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4344
200509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3448
200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20535
200509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21379
200509,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1781
200509,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1751
200509,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,3986
200509,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,4823
200509,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,2913
200509,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2867
200509,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,48138
200509,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,47061
200509,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,5857
200509,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5615
200509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8323
200509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,7875
200509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15259
200509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14251
200509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6356
200509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6666
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,96832
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,95008
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,3581
200509,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,3457
200509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3686
200509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3592
200509,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,3790
200509,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,3529
200509,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,A,35942
200509,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,A,36632
200509,US Airways,US,US Airways,US,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34782
200509,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34761
200509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,50133
200509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,49094
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,50351
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,24678
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,50235
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23767
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,483
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357533
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,360563
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8271
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,63027
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,62403
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3163
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8048
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,7750
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1264
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12095
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,10220
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,10
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,28093
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,29928
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,759
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,5191
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,5123
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,96
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11084
200509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11623
200509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,2050
200509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1997
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17698
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,19983
200510,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5754
200510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,22176
200510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,22780
200510,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4329
200510,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4715
200510,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,10515
200510,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,10796
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,3178
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,4766
200510,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,International,A,6680
200510,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,International,A,6999
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,29388
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,33214
200510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,4159
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,5168
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,6093
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,793
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5940
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9998
200510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2773
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5669
200510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6001
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,138090
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,138552
200510,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4669
200510,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4524
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4674
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5409
200510,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19453
200510,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18988
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,9571
200510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,11106
200510,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,8919
200510,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10254
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Low Fare,Terminal 1,C,21516
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,62701
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Low Fare,Terminal 1,C,20904
200510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,63704
200510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10122
200510,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11311
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,12585
200510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,12490
200510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7556
200510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6962
200510,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4470
200510,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4096
200510,Icelandair,FI,Icelandair,FI,International,Europe,Deplaned,Other,International,A,809
200510,Icelandair,FI,Icelandair,FI,International,Europe,Enplaned,Other,International,A,975
200510,Independence Air,DH,Independence Air,DH,Domestic,US,Deplaned,Low Fare,International,A,4550
200510,Independence Air,DH,Independence Air,DH,Domestic,US,Enplaned,Low Fare,International,A,4446
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7147
200510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7924
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9383
200510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,9113
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4115
200510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3812
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20840
200510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19478
200510,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,1502
200510,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,1735
200510,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5011
200510,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7101
200510,Miami Air International,GL,Miami Air International,GL,International,Canada,Deplaned,Other,International,A,28
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,A,1594
200510,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2984
200510,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,46907
200510,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,48977
200510,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6229
200510,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6559
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11573
200510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10360
200510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14694
