Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
West Gear;1128299;02/12/21;West;California;San Francisco;Men's Athletic Footwear;$60.00 ;975;$585,000 ;$87,750 ;15%;Outlet
West Gear;1128299;02/13/21;West;California;San Francisco;Women's Street Footwear;$55.00 ;775;$426,250 ;$127,875 ;30%;Outlet
West Gear;1128299;02/14/21;West;California;San Francisco;Women's Athletic Footwear;$55.00 ;775;$426,250 ;$106,563 ;25%;Outlet
West Gear;1128299;02/15/21;West;California;San Francisco;Men's Apparel;$65.00 ;700;$455,000 ;$204,750 ;45%;Outlet
West Gear;1128299;02/16/21;West;California;San Francisco;Women's Apparel;$70.00 ;800;$560,000 ;$56,000 ;10%;Outlet
Kohl's;1189833;02/17/21;West;California;San Francisco;Men's Street Footwear;$35.00 ;700;$245,000 ;$98,000 ;40%;Outlet
Kohl's;1189833;02/18/21;West;California;San Francisco;Men's Athletic Footwear;$45.00 ;700;$315,000 ;$78,750 ;25%;Outlet
Kohl's;1189833;03/09/21;West;California;San Francisco;Women's Street Footwear;$45.00 ;700;$315,000 ;$126,000 ;40%;Outlet
Kohl's;1189833;03/10/21;West;California;San Francisco;Women's Athletic Footwear;$45.00 ;550;$247,500 ;$86,625 ;35%;Outlet
Kohl's;1189833;03/11/21;West;California;Los Angeles;Men's Apparel;$50.00 ;500;$250,000 ;$137,500 ;55%;Outlet
Kohl's;1189833;03/12/21;West;California;Los Angeles;Women's Apparel;$45.00 ;700;$315,000 ;$63,000 ;20%;Outlet
Kohl's;1189833;03/13/21;West;California;Los Angeles;Men's Street Footwear;$35.00 ;750;$262,500 ;$105,000 ;40%;Outlet
Kohl's;1189833;03/14/21;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;650;$292,500 ;$73,125 ;25%;Outlet
Kohl's;1189833;03/15/21;West;California;Los Angeles;Women's Street Footwear;$45.00 ;675;$303,750 ;$121,500 ;40%;Outlet
Kohl's;1189833;03/16/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;525;$236,250 ;$82,688 ;35%;Outlet
Kohl's;1189833;03/17/21;West;California;Los Angeles;Men's Apparel;$50.00 ;450;$225,000 ;$123,750 ;55%;Outlet
Kohl's;1189833;03/18/21;West;California;Los Angeles;Women's Apparel;$45.00 ;650;$292,500 ;$58,500 ;20%;Outlet
Kohl's;1189833;03/19/21;West;California;Los Angeles;Men's Street Footwear;$35.00 ;800;$280,000 ;$112,000 ;40%;Outlet
Kohl's;1189833;03/20/21;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;650;$292,500 ;$73,125 ;25%;Outlet
Kohl's;1189833;03/21/21;West;California;Los Angeles;Women's Street Footwear;$45.00 ;650;$292,500 ;$117,000 ;40%;Outlet
Kohl's;1189833;03/22/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;550;$247,500 ;$86,625 ;35%;Outlet
Kohl's;1189833;03/23/21;West;California;Los Angeles;Men's Apparel;$50.00 ;425;$212,500 ;$116,875 ;55%;Outlet
Kohl's;1189833;04/06/21;West;California;Los Angeles;Women's Apparel;$45.00 ;625;$281,250 ;$56,250 ;20%;Outlet
Kohl's;1189833;04/07/21;West;California;Los Angeles;Men's Street Footwear;$45.00 ;800;$360,000 ;$144,000 ;40%;Outlet
Kohl's;1189833;04/08/21;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;600;$300,000 ;$75,000 ;25%;Outlet
Kohl's;1189833;04/09/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;625;$312,500 ;$125,000 ;40%;Outlet
Kohl's;1189833;04/10/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;525;$236,250 ;$82,688 ;35%;Outlet
Kohl's;1189833;04/11/21;West;California;Los Angeles;Men's Apparel;$50.00 ;425;$212,500 ;$116,875 ;55%;Outlet
Kohl's;1189833;04/12/21;West;California;Los Angeles;Women's Apparel;$65.00 ;600;$390,000 ;$78,000 ;20%;Outlet
Kohl's;1189833;04/13/21;West;California;Los Angeles;Men's Street Footwear;$45.00 ;800;$360,000 ;$144,000 ;40%;Outlet
Kohl's;1189833;04/14/21;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;650;$325,000 ;$81,250 ;25%;Outlet
Kohl's;1189833;04/15/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;650;$325,000 ;$130,000 ;40%;Outlet
Kohl's;1189833;04/16/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;550;$247,500 ;$86,625 ;35%;Outlet
Kohl's;1189833;04/17/21;West;California;Los Angeles;Men's Apparel;$50.00 ;450;$225,000 ;$123,750 ;55%;Outlet
Kohl's;1189833;04/18/21;West;California;Los Angeles;Women's Apparel;$65.00 ;625;$406,250 ;$81,250 ;20%;Outlet
Kohl's;1189833;04/19/21;West;California;Los Angeles;Men's Street Footwear;$45.00 ;900;$405,000 ;$162,000 ;40%;Outlet
Kohl's;1189833;04/20/21;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;750;$375,000 ;$93,750 ;25%;Outlet
Kohl's;1189833;04/21/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;750;$375,000 ;$150,000 ;40%;Outlet
Kohl's;1189833;04/22/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;625;$281,250 ;$98,438 ;35%;Outlet
Kohl's;1189833;04/23/21;West;California;Los Angeles;Men's Apparel;$50.00 ;500;$250,000 ;$137,500 ;55%;Outlet
Kohl's;1189833;04/24/21;West;California;Los Angeles;Women's Apparel;$65.00 ;800;$520,000 ;$104,000 ;20%;Outlet
Kohl's;1189833;04/25/21;West;California;Los Angeles;Men's Street Footwear;$45.00 ;950;$427,500 ;$171,000 ;40%;Outlet
Kohl's;1189833;04/26/21;West;California;Los Angeles;Men's Athletic Footwear;$50.00 ;800;$400,000 ;$100,000 ;25%;Outlet
Kohl's;1189833;04/27/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;750;$375,000 ;$150,000 ;40%;Outlet
Kohl's;1189833;04/28/21;West;California;Los Angeles;Women's Athletic Footwear;$45.00 ;650;$292,500 ;$102,375 ;35%;Outlet
Kohl's;1189833;04/29/21;West;California;Los Angeles;Men's Apparel;$50.00 ;700;$350,000 ;$192,500 ;55%;Outlet
Kohl's;1189833;04/30/21;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$455,000 ;$91,000 ;20%;Outlet
Kohl's;1189833;05/01/21;West;California;Los Angeles;Men's Street Footwear;$50.00 ;900;$450,000 ;$180,000 ;40%;Outlet
Kohl's;1189833;05/02/21;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;850;$467,500 ;$116,875 ;25%;Outlet
Kohl's;1189833;05/03/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;725;$362,500 ;$145,000 ;40%;Outlet
Kohl's;1189833;05/04/21;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;675;$337,500 ;$118,125 ;35%;Outlet
Kohl's;1189833;05/05/21;West;California;Los Angeles;Men's Apparel;$60.00 ;675;$405,000 ;$222,750 ;55%;Outlet
Kohl's;1189833;05/06/21;West;California;Los Angeles;Women's Apparel;$65.00 ;650;$422,500 ;$84,500 ;20%;Outlet
Kohl's;1189833;05/07/21;West;California;Los Angeles;Men's Street Footwear;$50.00 ;850;$425,000 ;$170,000 ;40%;Outlet
Kohl's;1189833;05/08/21;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;850;$467,500 ;$116,875 ;25%;Outlet
Kohl's;1189833;05/09/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;700;$350,000 ;$140,000 ;40%;Outlet
Kohl's;1189833;05/10/21;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;650;$325,000 ;$113,750 ;35%;Outlet
Kohl's;1189833;05/11/21;West;California;Los Angeles;Men's Apparel;$60.00 ;650;$390,000 ;$214,500 ;55%;Outlet
Kohl's;1189833;05/12/21;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$455,000 ;$91,000 ;20%;Outlet
Kohl's;1189833;05/13/21;West;California;Los Angeles;Men's Street Footwear;$50.00 ;800;$400,000 ;$160,000 ;40%;Outlet
Kohl's;1189833;05/14/21;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;800;$440,000 ;$110,000 ;25%;Outlet
Kohl's;1189833;05/15/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;650;$325,000 ;$130,000 ;40%;Outlet
Kohl's;1189833;05/16/21;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;625;$312,500 ;$109,375 ;35%;Outlet
Kohl's;1189833;05/17/21;West;California;Los Angeles;Men's Apparel;$60.00 ;600;$360,000 ;$198,000 ;55%;Outlet
Kohl's;1189833;05/18/21;West;California;Los Angeles;Women's Apparel;$65.00 ;650;$422,500 ;$84,500 ;20%;Outlet
Kohl's;1189833;05/19/21;West;California;Los Angeles;Men's Street Footwear;$50.00 ;825;$412,500 ;$165,000 ;40%;Outlet
Kohl's;1189833;05/20/21;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;825;$453,750 ;$113,438 ;25%;Outlet
Kohl's;1189833;05/21/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;675;$337,500 ;$135,000 ;40%;Outlet
Kohl's;1189833;05/22/21;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;650;$325,000 ;$113,750 ;35%;Outlet
Kohl's;1189833;05/23/21;West;California;Los Angeles;Men's Apparel;$60.00 ;600;$360,000 ;$198,000 ;55%;Outlet
Kohl's;1189833;05/24/21;West;California;Los Angeles;Women's Apparel;$65.00 ;700;$455,000 ;$91,000 ;20%;Outlet
Kohl's;1189833;05/25/21;West;California;Los Angeles;Men's Street Footwear;$50.00 ;900;$450,000 ;$180,000 ;40%;Outlet
Kohl's;1189833;05/26/21;West;California;Los Angeles;Men's Athletic Footwear;$55.00 ;900;$495,000 ;$123,750 ;25%;Outlet
Kohl's;1189833;05/27/21;West;California;Los Angeles;Women's Street Footwear;$50.00 ;700;$350,000 ;$140,000 ;40%;Outlet
Kohl's;1189833;05/28/21;West;California;Los Angeles;Women's Athletic Footwear;$50.00 ;700;$350,000 ;$122,500 ;35%;Outlet
Kohl's;1189833;05/29/21;West;California;Los Angeles;Men's Apparel;$60.00 ;625;$375,000 ;$206,250 ;55%;Outlet
Kohl's;1189833;05/30/21;West;California;Los Angeles;Women's Apparel;$65.00 ;725;$471,250 ;$94,250 ;20%;Outlet
Foot Locker;1185732;05/31/21;West;California;Los Angeles;Men's Street Footwear;$45.00 ;475;$213,750 ;$85,500 ;40%;Outlet
Foot Locker;1185732;06/01/21;West;California;Los Angeles;Men's Athletic Footwear;$45.00 ;275;$123,750 ;$43,313 ;35%;Outlet
Foot Locker;1185732;06/02/21;West;California;Los Angeles;Women's Street Footwear;$35.00 ;275;$96,250 ;$33,688 ;35%;Outlet
Foot Locker;1185732;06/03/21;West;California;Los Angeles;Women's Athletic Footwear;$40.00 ;125;$50,000 ;$20,000 ;40%;Outlet
Foot Locker;1185732;06/04/21;Midwest;Illinois;Chicago;Men's Apparel;$55.00 ;175;$96,250 ;$33,688 ;35%;Outlet
Foot Locker;1185732;06/05/21;Midwest;Illinois;Chicago;Women's Apparel;$45.00 ;275;$123,750 ;$61,875 ;50%;Outlet
Foot Locker;1185732;06/06/21;Midwest;Illinois;Chicago;Men's Street Footwear;$45.00 ;525;$236,250 ;$94,500 ;40%;Outlet
Foot Locker;1185732;06/07/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;175;$78,750 ;$27,563 ;35%;Outlet
Foot Locker;1185732;06/08/21;Midwest;Illinois;Chicago;Women's Street Footwear;$35.00 ;225;$78,750 ;$27,563 ;35%;Outlet
Foot Locker;1185732;06/09/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;100;$40,000 ;$16,000 ;40%;Outlet
Foot Locker;1185732;06/10/21;Midwest;Illinois;Chicago;Men's Apparel;$55.00 ;175;$96,250 ;$33,688 ;35%;Outlet
Foot Locker;1185732;06/11/21;Midwest;Illinois;Chicago;Women's Apparel;$45.00 ;275;$123,750 ;$61,875 ;50%;Outlet
Foot Locker;1185732;06/12/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;495;$247,500 ;$99,000 ;40%;Outlet
Foot Locker;1185732;06/13/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;200;$100,000 ;$35,000 ;35%;Outlet
Foot Locker;1185732;06/14/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;225;$90,000 ;$31,500 ;35%;Outlet
Foot Locker;1185732;06/15/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45.00 ;75;$33,750 ;$13,500 ;40%;Outlet
Foot Locker;1185732;06/16/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$75,000 ;$26,250 ;35%;Outlet
Foot Locker;1185732;06/17/21;Midwest;Illinois;Chicago;Women's Apparel;$50.00 ;225;$112,500 ;$56,250 ;50%;Outlet
Foot Locker;1185732;06/18/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;450;$225,000 ;$90,000 ;40%;Outlet
Foot Locker;1185732;06/19/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;150;$75,000 ;$26,250 ;35%;Outlet
Foot Locker;1185732;06/20/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;150;$60,000 ;$21,000 ;35%;Outlet
Foot Locker;1185732;06/21/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$45.00 ;75;$33,750 ;$13,500 ;40%;Outlet
Foot Locker;1185732;06/22/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;100;$60,000 ;$21,000 ;35%;Outlet
Foot Locker;1185732;06/23/21;Midwest;Illinois;Chicago;Women's Apparel;$50.00 ;225;$112,500 ;$56,250 ;50%;Outlet
Foot Locker;1185732;06/24/21;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;495;$297,000 ;$118,800 ;40%;Outlet
Foot Locker;1185732;06/25/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$55.00 ;200;$110,000 ;$38,500 ;35%;Outlet
Foot Locker;1185732;06/26/21;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;175;$87,500 ;$30,625 ;35%;Outlet
Foot Locker;1185732;06/27/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;100;$50,000 ;$20,000 ;40%;Outlet
Foot Locker;1185732;06/28/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$75,000 ;$26,250 ;35%;Outlet
Foot Locker;1185732;06/29/21;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$162,500 ;$81,250 ;50%;Outlet
Foot Locker;1185732;06/30/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;500;$250,000 ;$100,000 ;40%;Outlet
Foot Locker;1185732;07/01/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;250;$112,500 ;$39,375 ;35%;Outlet
Foot Locker;1185732;07/02/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;200;$80,000 ;$28,000 ;35%;Outlet
Foot Locker;1185732;07/03/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;175;$70,000 ;$28,000 ;40%;Outlet
Foot Locker;1185732;07/04/21;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;175;$87,500 ;$30,625 ;35%;Outlet
Foot Locker;1185732;07/05/21;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;350;$192,500 ;$96,250 ;50%;Outlet
Foot Locker;1185732;07/06/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;575;$287,500 ;$115,000 ;40%;Outlet
Foot Locker;1185732;07/07/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;325;$146,250 ;$51,188 ;35%;Outlet
Foot Locker;1185732;07/08/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;250;$100,000 ;$35,000 ;35%;Outlet
Foot Locker;1185732;07/09/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;200;$80,000 ;$32,000 ;40%;Outlet
Foot Locker;1185732;07/10/21;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;225;$112,500 ;$39,375 ;35%;Outlet
Foot Locker;1185732;07/11/21;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;400;$220,000 ;$110,000 ;50%;Outlet
Foot Locker;1185732;07/12/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;550;$275,000 ;$110,000 ;40%;Outlet
Foot Locker;1185732;07/13/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;325;$146,250 ;$51,188 ;35%;Outlet
Foot Locker;1185732;07/14/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;250;$100,000 ;$35,000 ;35%;Outlet
Foot Locker;1185732;07/15/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;225;$90,000 ;$36,000 ;40%;Outlet
Foot Locker;1185732;07/16/21;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;200;$100,000 ;$35,000 ;35%;Outlet
Foot Locker;1185732;07/17/21;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;375;$206,250 ;$103,125 ;50%;Outlet
Foot Locker;1185732;07/18/21;Midwest;Illinois;Chicago;Men's Street Footwear;$50.00 ;500;$250,000 ;$100,000 ;40%;Outlet
Foot Locker;1185732;07/19/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$45.00 ;300;$135,000 ;$47,250 ;35%;Outlet
Foot Locker;1185732;07/20/21;Midwest;Illinois;Chicago;Women's Street Footwear;$40.00 ;200;$80,000 ;$28,000 ;35%;Outlet
Foot Locker;1185732;07/21/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$40.00 ;175;$70,000 ;$28,000 ;40%;Outlet
Foot Locker;1185732;07/22/21;Midwest;Illinois;Chicago;Men's Apparel;$50.00 ;175;$87,500 ;$30,625 ;35%;Outlet
Foot Locker;1185732;07/23/21;Midwest;Illinois;Chicago;Women's Apparel;$55.00 ;250;$137,500 ;$68,750 ;50%;Outlet
Foot Locker;1185732;07/24/21;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;425;$255,000 ;$102,000 ;40%;Outlet
Foot Locker;1185732;07/25/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;250;$125,000 ;$43,750 ;35%;Outlet
Foot Locker;1185732;07/26/21;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;150;$75,000 ;$26,250 ;35%;Outlet
Foot Locker;1185732;07/27/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;125;$62,500 ;$25,000 ;40%;Outlet
Foot Locker;1185732;07/28/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;125;$75,000 ;$26,250 ;35%;Outlet
Foot Locker;1185732;07/29/21;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$162,500 ;$81,250 ;50%;Outlet
Foot Locker;1185732;07/30/21;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;400;$240,000 ;$96,000 ;40%;Outlet
Foot Locker;1185732;07/31/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;250;$125,000 ;$43,750 ;35%;Outlet
Foot Locker;1185732;08/01/21;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;195;$97,500 ;$34,125 ;35%;Outlet
Foot Locker;1185732;08/02/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;175;$87,500 ;$35,000 ;40%;Outlet
Foot Locker;1185732;08/03/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;150;$90,000 ;$31,500 ;35%;Outlet
Foot Locker;1185732;08/04/21;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;250;$162,500 ;$81,250 ;50%;Outlet
Foot Locker;1185732;08/05/21;Midwest;Illinois;Chicago;Men's Street Footwear;$60.00 ;500;$300,000 ;$120,000 ;40%;Outlet
Foot Locker;1185732;08/06/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$50.00 ;300;$150,000 ;$52,500 ;35%;Outlet
Foot Locker;1185732;08/07/21;Midwest;Illinois;Chicago;Women's Street Footwear;$50.00 ;250;$125,000 ;$43,750 ;35%;Outlet
Foot Locker;1185732;08/08/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$50.00 ;200;$100,000 ;$40,000 ;40%;Outlet
Foot Locker;1185732;08/09/21;Midwest;Illinois;Chicago;Men's Apparel;$60.00 ;200;$120,000 ;$42,000 ;35%;Outlet
Foot Locker;1185732;08/10/21;Midwest;Illinois;Chicago;Women's Apparel;$65.00 ;300;$195,000 ;$97,500 ;50%;Outlet
Sports Direct;1197831;08/11/21;Midwest;Illinois;Chicago;Men's Street Footwear;$20.00 ;725;$145,000 ;$43,500 ;30%;Outlet
Sports Direct;1197831;08/12/21;Midwest;Illinois;Chicago;Men's Athletic Footwear;$30.00 ;725;$217,500 ;$65,250 ;30%;Outlet
Sports Direct;1197831;08/13/21;Midwest;Illinois;Chicago;Women's Street Footwear;$30.00 ;525;$157,500 ;$47,250 ;30%;Outlet
Sports Direct;1197831;08/14/21;Midwest;Illinois;Chicago;Women's Athletic Footwear;$35.00 ;525;$183,750 ;$73,500 ;40%;Outlet
Sports Direct;1197831;08/15/21;South;Texas;Dallas;Men's Apparel;$40.00 ;375;$150,000 ;$37,500 ;25%;Outlet
Sports Direct;1197831;08/16/21;South;Texas;Dallas;Women's Apparel;$35.00 ;525;$183,750 ;$82,688 ;45%;Outlet
Sports Direct;1197831;08/17/21;South;Texas;Dallas;Men's Street Footwear;$25.00 ;675;$168,750 ;$50,625 ;30%;Outlet
Sports Direct;1197831;08/18/21;South;Texas;Dallas;Men's Athletic Footwear;$35.00 ;650;$227,500 ;$68,250 ;30%;Outlet
Sports Direct;1197831;08/19/21;South;Texas;Dallas;Women's Street Footwear;$35.00 ;475;$166,250 ;$49,875 ;30%;Outlet
Sports Direct;1197831;08/20/21;South;Texas;Dallas;Women's Athletic Footwear;$35.00 ;425;$148,750 ;$59,500 ;40%;Outlet
Sports Direct;1197831;08/21/21;South;Texas;Dallas;Men's Apparel;$40.00 ;300;$120,000 ;$30,000 ;25%;Outlet
Sports Direct;1197831;08/22/21;South;Texas;Dallas;Women's Apparel;$35.00 ;500;$175,000 ;$78,750 ;45%;Outlet
Sports Direct;1197831;08/23/21;South;Texas;Dallas;Men's Street Footwear;$30.00 ;675;$202,500 ;$70,875 ;35%;Outlet
Sports Direct;1197831;08/24/21;South;Texas;Dallas;Men's Athletic Footwear;$40.00 ;675;$270,000 ;$94,500 ;35%;Outlet
Sports Direct;1197831;08/25/21;South;Texas;Dallas;Women's Street Footwear;$30.00 ;500;$150,000 ;$52,500 ;35%;Outlet
Sports Direct;1197831;08/26/21;South;Texas;Dallas;Women's Athletic Footwear;$35.00 ;400;$140,000 ;$63,000 ;45%;Outlet
Sports Direct;1197831;08/27/21;South;Texas;Dallas;Men's Apparel;$40.00 ;300;$120,000 ;$36,000 ;30%;Outlet
Sports Direct;1197831;08/28/21;South;Texas;Dallas;Women's Apparel;$35.00 ;450;$157,500 ;$78,750 ;50%;Outlet
Sports Direct;1197831;08/29/21;South;Texas;Dallas;Men's Street Footwear;$20.00 ;700;$140,000 ;$49,000 ;35%;Outlet
Sports Direct;1197831;08/30/21;South;Texas;Dallas;Men's Athletic Footwear;$30.00 ;700;$210,000 ;$73,500 ;35%;Outlet
Sports Direct;1197831;08/31/21;South;Texas;Dallas;Women's Street Footwear;$25.00 ;525;$131,250 ;$45,938 ;35%;Outlet
Sports Direct;1197831;09/01/21;South;Texas;Dallas;Women's Athletic Footwear;$30.00 ;425;$127,500 ;$57,375 ;45%;Outlet
Sports Direct;1197831;09/02/21;South;Texas;Dallas;Men's Apparel;$35.00 ;325;$113,750 ;$34,125 ;30%;Outlet
Sports Direct;1197831;09/03/21;South;Texas;Dallas;Women's Apparel;$30.00 ;600;$180,000 ;$90,000 ;50%;Outlet
Sports Direct;1197831;09/04/21;South;Texas;Dallas;Men's Street Footwear;$20.00 ;750;$150,000 ;$52,500 ;35%;Outlet
Sports Direct;1197831;09/05/21;South;Texas;Dallas;Men's Athletic Footwear;$30.00 ;775;$232,500 ;$81,375 ;35%;Outlet
Sports Direct;1197831;09/06/21;South;Texas;Dallas;Women's Street Footwear;$25.00 ;625;$156,250 ;$54,688 ;35%;Outlet
Sports Direct;1197831;09/07/21;South;Texas;Dallas;Women's Athletic Footwear;$35.00 ;550;$192,500 ;$86,625 ;45%;Outlet
Sports Direct;1197831;09/08/21;South;Texas;Dallas;Men's Apparel;$50.00 ;450;$225,000 ;$67,500 ;30%;Outlet
