Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2017-01-14 22:00:00,7.3,69,-0.8,8.16,13.26,239,236,11.6,0.408
2017-01-14 23:00:00,8.7,66,-0.3,7.96,13.1,243,239,11.6,0.4475
2017-01-15 00:00:00,9.3,66,0.3,8.08,13.51,239,235,11.4,0.487
2017-01-15 01:00:00,9.3,67,0.5,8.2,13.79,240,235,11.7,0.5266
2017-01-15 02:00:00,9.4,67,0.5,8.37,14.04,241,237,11.9,0.5661
2017-01-15 03:00:00,10.1,66,1,8.82,14.59,237,235,12.5,0.6057
2017-01-15 04:00:00,10.8,67,1.9,8.94,14.81,238,237,12.7,0.6452
2017-01-15 05:00:00,10.3,68,1.9,8.55,14.13,246,244,12.7,0.6534
2017-01-15 06:00:00,10.3,69,2.2,8.23,13.57,249,252,12.2,0.6302
2017-01-15 07:00:00,9.3,70,1.6,8.14,12.78,245,250,11.8,0.607
2017-01-15 08:00:00,9.1,71,1.8,7.95,12.08,249,252,11.6,0.5838
2017-01-15 09:00:00,9.9,73,2.8,7.75,11.7,250,252,11.3,0.5605
2017-01-15 10:00:00,12.3,72,5.1,7.45,11.42,248,250,11,0.5373
2017-01-15 11:00:00,14.1,72,6.7,7.08,10.66,247,247,10.7,0.5141
2017-01-15 12:00:00,15.3,72,7.9,6.8,10.14,250,248,10.2,0.4869
2017-01-15 13:00:00,16.6,72,9.1,6.87,10.77,249,248,9.9,0.4556
2017-01-15 14:00:00,17.2,71,9.3,7.34,11.72,241,244,10.3,0.4244
2017-01-15 15:00:00,16.8,69,8.2,7.69,12.25,244,244,11,0.3931
2017-01-15 16:00:00,16.9,66,7.4,7.18,11.26,251,252,10.9,0.3619
2017-01-15 17:00:00,16.4,64,6.4,6.99,10.69,253,259,10.2,0.3306
2017-01-15 18:00:00,18.3,57,5.7,7.15,10.84,250,256,10.2,0.3299
2017-01-15 19:00:00,18.1,57,5.6,7.54,10.85,248,252,10.4,0.3597
2017-01-15 20:00:00,15,63,4.7,7.74,10.97,243,241,10.9,0.3894
2017-01-15 21:00:00,15.6,65,6,7.7,12.07,245,239,11.1,0.4192
2017-01-15 22:00:00,17,66,7.5,7.54,11.94,248,244,11,0.449
2017-01-15 23:00:00,17.2,67,8.2,7.8,12.41,247,247,10.9,0.4788
2017-01-16 00:00:00,16.1,70,7.9,7.58,11.92,247,247,11.1,0.5085
2017-01-16 01:00:00,15.2,71,7.3,7.4,11.64,251,251,10.6,0.5383
2017-01-16 02:00:00,15.5,70,7.3,7.04,11.21,259,257,10.4,0.5681
2017-01-16 03:00:00,15.2,71,7.3,6.79,10.61,261,262,9.9,0.5978
2017-01-16 04:00:00,15.1,71,7.5,6.91,10.6,268,270,9.7,0.6276
2017-01-16 05:00:00,14.5,73,7.4,6.7,10.13,269,275,9.7,0.6354
2017-01-16 06:00:00,14.5,68,5.9,6.81,10.07,273,283,9.4,0.6211
2017-01-16 07:00:00,12.4,66,3,6.8,9.75,271,283,9.6,0.6068
2017-01-16 08:00:00,11.1,66,2,6.92,10,274,286,9.7,0.5925
2017-01-16 09:00:00,11.8,68,3.3,7.24,11.58,290,301,10.4,0.5782
2017-01-16 10:00:00,13.2,71,5.5,6.85,10.79,293,304,10.3,0.5639
2017-01-16 11:00:00,14.9,73,7.8,6.89,10.87,294,304,9.8,0.5496
2017-01-16 12:00:00,16.4,74,9.7,7.09,10.91,292,302,10.1,0.5352
2017-01-16 13:00:00,16.9,76,10.8,7.17,11.41,293,302,10.6,0.5206
2017-01-16 14:00:00,17.2,78,11.4,6.49,10.29,295,304,10.3,0.506
2017-01-16 15:00:00,16.4,79,11,6.36,10.18,307,314,9.3,0.4915
2017-01-16 16:00:00,15.7,79,10.4,5.98,9.62,308,322,9.1,0.4769
2017-01-16 17:00:00,14.6,80,9.6,5.84,9.29,308,326,8.5,0.4623
2017-01-16 18:00:00,15.2,80,10.2,6.58,10.98,316,327,8.7,0.45
2017-01-16 19:00:00,15.8,82,11.4,6.24,10.62,319,330,9.3,0.44
2017-01-16 20:00:00,16,83,11.8,5.83,9.71,321,335,8.8,0.43
2017-01-16 21:00:00,16.1,84,12.1,6.3,10.25,317,331,8.8,0.42
2017-01-16 22:00:00,16,84,12.1,6.37,10.29,318,332,9.1,0.41
2017-01-16 23:00:00,15.7,85,12,6.36,10.06,315,332,9,0.4
2017-01-17 00:00:00,15.5,85,11.8,6.68,10.49,309,325,9.4,0.39
2017-01-17 01:00:00,15.2,84,11.3,6.24,9.8,305,324,9.4,0.38
2017-01-17 02:00:00,14.7,84,10.8,6.19,9.65,301,320,8.8,0.37
2017-01-17 03:00:00,13.9,84,9.9,5.41,7.73,295,320,8.7,0.36
2017-01-17 04:00:00,13.6,83,9.3,5.76,8.5,290,311,8.3,0.35
2017-01-17 05:00:00,12.7,83,8.5,5.61,7.13,281,304,8,0.3516
2017-01-17 06:00:00,13.3,83,9.1,5.63,6.96,282,305,7.9,0.3648
2017-01-17 07:00:00,12.4,84,8.5,5.6,6.3,272,290,7.9,0.378
2017-01-17 08:00:00,12.6,84,8.7,5.54,5.71,263,273,7.9,0.3912
2017-01-17 09:00:00,13.5,84,9.5,6.07,7.21,250,253,8.5,0.4045
2017-01-17 10:00:00,16.1,83,11.8,6.09,8.06,247,247,8.5,0.4177
2017-01-17 11:00:00,17.1,84,13,7.34,11.16,241,239,10.5,0.4309
2017-01-17 12:00:00,21.2,79,15.7,7.66,12.58,234,233,10.9,0.4571
2017-01-17 13:00:00,22,78,16.3,8.64,14.2,233,233,12.4,0.4963
2017-01-17 14:00:00,23.7,77,17.5,9.08,14.83,229,230,13,0.5354
2017-01-17 15:00:00,24.3,75,17.3,9.49,15.37,228,228,13.7,0.5746
2017-01-17 16:00:00,24.1,73,16.7,9.6,15.44,234,233,13.8,0.6138
2017-01-17 17:00:00,23.4,71,15.4,9.79,15.84,236,236,14,0.6529
2017-01-17 18:00:00,22.9,69,14.2,9.88,16.1,234,234,14.7,0.6689
2017-01-17 19:00:00,22,69,13.3,10.26,16.59,235,235,14.6,0.6616
2017-01-17 20:00:00,21.7,69,12.9,11.04,17.59,236,237,15.7,0.6543
2017-01-17 21:00:00,22.1,69,13.4,11.82,18.63,238,239,16.9,0.647
2017-01-17 22:00:00,22.2,70,13.7,11.49,18.03,244,245,17,0.6398
2017-01-17 23:00:00,22.7,70,14.4,10.47,16.71,245,249,16.4,0.6325
2017-01-18 00:00:00,23.3,71,15.4,9.3,15.12,249,253,15,0.6252
2017-01-18 01:00:00,23.9,72,16.3,8.29,13.61,252,260,13.3,0.618
2017-01-18 02:00:00,24.5,73,17.2,7.85,12.4,248,260,11.9,0.6107
2017-01-18 03:00:00,24.9,75,18,8.05,12.28,243,254,11.4,0.6034
2017-01-18 04:00:00,25.1,76,18.5,8.1,12.62,243,251,11.6,0.5961
2017-01-18 05:00:00,25,77,18.7,7.66,11.93,246,253,11.6,0.567
2017-01-18 06:00:00,26.5,76,20.1,7.85,12.42,248,255,10.9,0.5159
2017-01-18 07:00:00,26.7,76,20,7.84,12.2,251,255,11.1,0.4648
2017-01-18 08:00:00,26.7,76,20,7.78,11.74,250,254,11.1,0.4138
2017-01-18 09:00:00,27.1,75,20.3,7.78,11.26,250,252,11.1,0.3627
2017-01-18 10:00:00,29.3,73,21.8,7.43,10.85,253,252,11,0.3116
2017-01-18 11:00:00,32.1,71,23.8,6.81,9.97,260,257,10.6,0.2605
2017-01-18 12:00:00,35.7,68,26.1,6.83,10.01,265,261,9.7,0.264
2017-01-18 13:00:00,35.8,70,27.1,6.63,9.87,247,252,9.9,0.3219
2017-01-18 14:00:00,36.1,70,27.2,6.37,9.89,248,242,9.5,0.3798
2017-01-18 15:00:00,37.3,68,27.8,5.61,8.24,239,237,9,0.4377
2017-01-18 16:00:00,34.6,76,27.9,6.31,10.2,205,208,8.4,0.4956
2017-01-18 17:00:00,32.3,74,25,7.29,11.95,227,224,10.4,0.5535
2017-01-18 18:00:00,31.6,71,23.5,7.02,11.53,237,225,10.4,0.5819
2017-01-18 19:00:00,32,68,22.5,6.66,10.82,237,225,10,0.5808
2017-01-18 20:00:00,32.1,65,21.7,6.08,9.94,234,220,9.3,0.5797
2017-01-18 21:00:00,31,66,21.1,5.94,10.06,213,208,8.4,0.5785
2017-01-18 22:00:00,30.1,68,20.8,6.14,10.47,210,205,8.6,0.5774
2017-01-18 23:00:00,29.8,70,21.2,6.31,10.75,205,198,8.8,0.5762
2017-01-19 00:00:00,29.9,70,21.3,5.94,10.11,213,205,8.8,0.5751
2017-01-19 01:00:00,29,70,20.6,5.83,9.83,219,211,8.2,0.574
2017-01-19 02:00:00,28.3,70,19.9,5.8,9.8,216,209,8.1,0.5728
2017-01-19 03:00:00,27.6,71,19.3,5.69,9.57,219,212,8,0.5717
2017-01-19 04:00:00,26.3,72,18.6,5.35,9.21,213,207,7.8,0.5706
2017-01-19 05:00:00,25.6,73,18.1,5.71,9.57,213,207,7.8,0.5677
2017-01-19 06:00:00,24.3,75,17.4,5.28,8.38,207,197,8.6,0.563
2017-01-19 07:00:00,23.9,73,16.5,5.69,10.04,198,193,7.9,0.5584
2017-01-19 08:00:00,23.7,73,16.3,5.95,10.31,205,200,8.2,0.5538
2017-01-19 09:00:00,23.4,76,16.8,6.05,10.47,211,205,8.6,0.5491
2017-01-19 10:00:00,24.9,77,18.7,6.31,11.02,207,204,8.9,0.5445
2017-01-19 11:00:00,27,78,21.1,6.44,10.83,206,204,9.4,0.5398
2017-01-19 12:00:00,28.3,81,23.1,6.58,10.87,204,204,9.5,0.5319
2017-01-19 13:00:00,29.6,82,24.9,6.58,10.74,204,204,9.8,0.5206
2017-01-19 14:00:00,30.5,84,26.3,5.98,9.84,201,201,9.5,0.5094
2017-01-19 15:00:00,30.6,88,27.3,5.68,9.46,194,196,8.6,0.4981
2017-01-19 16:00:00,30.3,91,28,5.54,9.32,187,189,8.1,0.4869
2017-01-19 17:00:00,29.9,95,28.8,5.8,9.72,182,184,8.2,0.4756
2017-01-19 18:00:00,31,99,30.8,6.31,10.6,176,178,8.3,0.4549
2017-01-19 19:00:00,32.5,100,32.4,6.24,10.34,174,175,9,0.4247
2017-01-19 20:00:00,33.4,100,33.3,6.1,10.2,178,179,9,0.3944
2017-01-19 21:00:00,33.9,100,33.8,5.9,9.8,179,181,8.8,0.3642
2017-01-19 22:00:00,34.1,100,34.1,5.63,9.31,174,178,8.4,0.334
2017-01-19 23:00:00,33.7,100,33.6,5.38,8.94,170,175,8,0.3038
2017-01-20 00:00:00,33.6,100,33.5,4.92,8.29,167,172,7.6,0.2735
2017-01-20 01:00:00,33.4,100,33.3,4.68,7.71,160,167,7,0.2433
2017-01-20 02:00:00,33.3,100,33.2,5.02,8.16,157,163,7.1,0.2131
2017-01-20 03:00:00,33.3,100,33.2,5.16,8.23,158,164,7.4,0.1828
2017-01-20 04:00:00,33.1,100,33,4.37,7.23,160,166,7.3,0.1526
2017-01-20 05:00:00,32.7,100,32.6,4.13,6.71,148,155,6.3,0.1354
2017-01-20 06:00:00,33,100,33,3.36,5.68,143,154,5.9,0.1311
2017-01-20 07:00:00,32.9,100,32.8,4,6.3,127,137,5.6,0.1268
2017-01-20 08:00:00,32.6,100,32.5,4.52,7.23,125,131,6.6,0.1225
2017-01-20 09:00:00,32.6,100,32.6,5.12,8.21,129,132,7.3,0.1182
2017-01-20 10:00:00,32.8,100,32.7,5.39,8.91,130,136,8,0.1139
2017-01-20 11:00:00,33,100,33,4.75,7.93,139,146,7.9,0.1096
2017-01-20 12:00:00,33.1,100,33,4.64,7.07,127,135,6.9,0.1129
2017-01-20 13:00:00,33.2,100,33.1,4.44,6.54,121,129,6.8,0.1238
2017-01-20 14:00:00,33.2,100,33.1,3.64,5.88,111,122,6.5,0.1346
2017-01-20 15:00:00,33.1,100,33,3.86,6.2,100,111,5.7,0.1454
2017-01-20 16:00:00,33.1,99,32.9,4.15,7,105,112,6,0.1562
2017-01-20 17:00:00,33.1,100,33,4.53,7.33,112,116,6.6,0.1671
2017-01-20 18:00:00,33.3,99,33.1,4.34,7.02,119,126,6.9,0.1676
2017-01-20 19:00:00,33,100,32.9,4.08,6.53,121,130,6.2,0.1578
2017-01-20 20:00:00,32.7,100,32.6,3.45,5.58,112,123,5.8,0.1481
2017-01-20 21:00:00,32.3,100,32.2,3.42,5.77,111,118,4.9,0.1383
2017-01-20 22:00:00,32.4,100,32.3,3.54,5.99,106,116,5,0.1285
2017-01-20 23:00:00,31.9,100,31.9,3.32,5.55,106,118,5.2,0.1188
2017-01-21 00:00:00,32,100,31.9,3.54,6.02,119,132,5.2,0.109
2017-01-21 01:00:00,31.9,100,31.8,3.75,5.92,134,143,5.5,0.0992
2017-01-21 02:00:00,30.9,99,30.7,3.83,5.55,139,146,5.6,0.0894
2017-01-21 03:00:00,29,99,28.7,3.36,5.14,150,153,5.6,0.0797
2017-01-21 04:00:00,26.8,97,26,2.72,4.9,163,163,5,0.0699
2017-01-21 05:00:00,26.2,92,24.3,2.61,4.82,176,175,3.9,0.0674
2017-01-21 06:00:00,28.9,94,27.2,1.3,3.44,157,154,3.9,0.0723
2017-01-21 07:00:00,28.8,92,26.6,1.21,2.82,204,174,1.9,0.0772
2017-01-21 08:00:00,28.6,91,26.4,1.3,2.8,212,180,1.9,0.0821
2017-01-21 09:00:00,29.3,90,26.8,0.85,2.1,249,183,1.8,0.087
2017-01-21 10:00:00,30.1,89,27.3,0.45,0.95,297,162,1.6,0.0919
2017-01-21 11:00:00,30.7,89,27.9,0.36,0.36,326,124,1.3,0.0968
2017-01-21 12:00:00,31.1,90,28.4,0.51,0.58,11,59,1.4,0.1017
2017-01-21 13:00:00,31.6,90,28.9,0.36,0.36,34,56,1.5,0.1066
2017-01-21 14:00:00,31.8,90,29.1,0.61,0.63,261,252,1.2,0.1115
2017-01-21 15:00:00,32.1,90,29.4,1.36,1.58,287,288,2.1,0.1164
2017-01-21 16:00:00,32.4,90,29.7,1.7,2.05,315,317,2.4,0.1213
2017-01-21 17:00:00,32.1,92,29.9,1.92,2.68,332,333,2.6,0.1262
2017-01-21 18:00:00,31.3,94,29.7,3.4,5.19,313,320,3.4,0.1311
2017-01-21 19:00:00,30.3,94,28.7,3.68,5.62,313,321,5.2,0.136
2017-01-21 20:00:00,29.6,93,27.9,3.82,5.77,317,326,5.3,0.1409
2017-01-21 21:00:00,28.5,93,26.8,3.62,5.68,321,332,5.3,0.1458
2017-01-21 22:00:00,27.4,93,25.7,3.47,5.19,314,332,5.1,0.1507
2017-01-21 23:00:00,27.1,93,25.3,4.03,5.73,300,316,5.5,0.1556
2017-01-22 00:00:00,26.5,94,25,4.47,6.64,297,307,6.4,0.1605
2017-01-22 01:00:00,26,96,25,4.66,7,293,301,6.6,0.1654
2017-01-22 02:00:00,26.2,97,25.4,5.13,7.8,291,293,7.4,0.1703
2017-01-22 03:00:00,25.8,98,25.3,6.14,8.16,289,289,8.7,0.1752
2017-01-22 04:00:00,25.5,97,24.8,7.12,9.59,299,300,10.3,0.1801
2017-01-22 05:00:00,27.1,96,26.2,6.22,9.87,307,310,10.4,0.1777
2017-01-22 06:00:00,28.4,94,26.9,6.08,9.39,306,309,9,0.168
2017-01-22 07:00:00,29.2,93,27.3,6.22,9.54,307,308,9,0.1584
2017-01-22 08:00:00,29.3,91,27,6.16,9.46,306,309,9,0.1488
2017-01-22 09:00:00,29.1,92,27,6.05,9.15,301,304,8.9,0.1391
2017-01-22 10:00:00,29.5,92,27.4,5.68,8.87,296,300,8.8,0.1295
2017-01-22 11:00:00,30.2,90,27.5,6.17,8.19,297,298,8.9,0.1198
2017-01-22 12:00:00,30.7,90,28,6.45,8.34,300,300,9.6,0.1319
2017-01-22 13:00:00,31,90,28.3,6.35,8.37,298,299,9.6,0.1656
2017-01-22 14:00:00,31.6,88,28.5,6.24,8.18,302,303,9.4,0.1994
2017-01-22 15:00:00,31.7,89,28.9,5.81,8.32,297,297,9.1,0.2331
2017-01-22 16:00:00,31.6,91,29.2,6.04,8.42,289,290,8.9,0.2669
2017-01-22 17:00:00,31.3,92,29.3,6.16,8.88,283,284,8.8,0.3006
2017-01-22 18:00:00,30.4,91,28.1,6.39,9.55,290,293,9.8,0.3069
2017-01-22 19:00:00,29.8,93,27.9,6.95,10.38,293,295,9.9,0.2858
2017-01-22 20:00:00,29.3,92,27.2,7.38,10.91,295,297,10.6,0.2647
2017-01-22 21:00:00,28.4,91,26.2,6.96,10.59,302,304,10.6,0.2435
2017-01-22 22:00:00,28.1,91,25.8,6.69,9.72,305,307,10.1,0.2224
2017-01-22 23:00:00,27.6,91,25.4,5.8,8.79,302,304,9.7,0.2013
2017-01-23 00:00:00,27.9,91,25.6,5,7.47,290,295,8.4,0.1801
2017-01-23 01:00:00,27.5,91,25.2,4.52,7.08,288,293,7.2,0.159
2017-01-23 02:00:00,27.7,88,24.7,4.79,7.28,281,286,6.9,0.1378
2017-01-23 03:00:00,27.4,85,23.6,4.67,7.16,280,285,6.8,0.1167
2017-01-23 04:00:00,27.5,84,23.4,4.03,6.45,284,289,6.9,0.0956
2017-01-23 05:00:00,27,86,23.3,2.56,4.69,301,310,5.7,0.0846
2017-01-23 06:00:00,26.3,87,22.9,2.64,4.6,299,312,3.9,0.0837
2017-01-23 07:00:00,26.2,88,23.3,2.75,4.22,289,306,3.9,0.0828
2017-01-23 08:00:00,26.5,87,23.3,3.2,4.81,268,282,4.4,0.0819
2017-01-23 09:00:00,27.1,85,23.4,3.4,5.36,272,279,5.4,0.081
2017-01-23 10:00:00,27.6,83,23,2.87,4,299,302,4.9,0.0801
2017-01-23 11:00:00,27.9,77,21.7,3.23,3.74,286,286,5.3,0.0792
2017-01-23 12:00:00,28.2,76,21.7,2.77,3.16,283,281,5.2,0.0783
2017-01-23 13:00:00,28.5,75,21.7,2.31,2.62,288,288,4.6,0.0775
2017-01-23 14:00:00,28.8,74,21.5,1.57,1.84,297,299,4,0.0766
2017-01-23 15:00:00,28.9,72,21,1.03,1.25,331,331,3.1,0.0757
2017-01-23 16:00:00,28.7,73,21.2,1.03,1.17,29,31,2.4,0.0748
2017-01-23 17:00:00,27.5,82,22.7,1.7,2.06,62,61,2.1,0.0739
2017-01-23 18:00:00,26.7,88,23.6,1.7,2.73,90,82,3.2,0.073
2017-01-23 19:00:00,25.5,90,23.1,1.62,2.82,68,73,2.3,0.0721
2017-01-23 20:00:00,25.7,90,23.1,1.7,2.91,62,74,2.3,0.0712
2017-01-23 21:00:00,26.2,88,23.1,0.89,2.01,63,84,2.3,0.0704
2017-01-23 22:00:00,26.2,89,23.5,0.51,0.81,349,97,1.3,0.0695
2017-01-23 23:00:00,24.5,90,22,1.55,1.48,255,208,1.7,0.0686
2017-01-24 00:00:00,26.1,91,23.7,1.5,1.57,274,243,2.3,0.0677
2017-01-24 01:00:00,26.2,92,24.1,1.56,1.39,310,291,2.1,0.0668
2017-01-24 02:00:00,26,91,23.8,2.25,3,339,334,3.2,0.0659
2017-01-24 03:00:00,25.4,90,23,2.4,3.92,358,354,3.5,0.065
2017-01-24 04:00:00,23.5,90,20.9,2.92,4.9,354,358,4,0.0642
2017-01-24 05:00:00,24.3,88,21.1,2.8,5.05,358,8,4.1,0.0633
2017-01-24 06:00:00,25.3,93,23.5,3.8,5.6,360,360,5.7,0.0624
2017-01-24 07:00:00,23.1,92,21.1,4.65,5.94,9,7,6.8,0.0615
2017-01-24 08:00:00,22.1,91,19.9,4.12,5.24,14,13,6.9,0.0606
2017-01-24 09:00:00,21.6,90,19.1,2.55,3.16,11,11,6.1,0.0597
2017-01-24 10:00:00,21.6,90,19,2.66,3.1,20,21,4.4,0.0588
2017-01-24 11:00:00,22,88,19,2.69,3.01,15,15,4.6,0.0579
2017-01-24 12:00:00,22.4,87,19.2,3.31,3.71,5,3,5.5,0.0802
2017-01-24 13:00:00,22.8,86,19.3,3.71,4.22,355,355,6.1,0.1256
2017-01-24 14:00:00,23.2,86,19.6,3.98,4.61,348,347,6.2,0.171
2017-01-24 15:00:00,23.5,86,19.9,4.71,5.65,348,347,7.1,0.2165
2017-01-24 16:00:00,23.6,85,19.9,5.26,6.53,346,345,7.6,0.2619
2017-01-24 17:00:00,23.5,85,19.8,6.48,8.89,343,343,9.2,0.3073
2017-01-24 18:00:00,22,87,18.8,5.57,7.91,342,342,9.3,0.3231
2017-01-24 19:00:00,21.9,88,19,6.55,9.24,344,344,9.4,0.3092
2017-01-24 20:00:00,21,89,18.3,6.4,9.39,346,346,9.5,0.2953
2017-01-24 21:00:00,20.8,89,18.1,6.04,8.77,353,353,9.3,0.2815
2017-01-24 22:00:00,20.8,90,18.2,5.71,8.41,3,3,8.9,0.2676
2017-01-24 23:00:00,20.7,92,18.6,5.84,7.96,7,7,8.9,0.2537
2017-01-25 00:00:00,20.8,92,18.8,5.7,7.9,359,1,8.4,0.2399
2017-01-25 01:00:00,20.9,91,18.6,6.03,7.91,354,357,8.5,0.226
2017-01-25 02:00:00,21,92,19,5.79,8.57,350,353,8.9,0.2122
2017-01-25 03:00:00,20.9,92,19,5.89,8.69,345,348,8.5,0.1983
2017-01-25 04:00:00,20.8,92,18.7,5.91,8.88,341,346,8.6,0.1844
2017-01-25 05:00:00,20.8,92,18.7,6.33,9.43,339,343,9.1,0.1823
2017-01-25 06:00:00,21.1,92,19,6.82,9.82,349,351,9.5,0.192
2017-01-25 07:00:00,20.9,91,18.8,7.18,10.11,344,346,10.3,0.2016
2017-01-25 08:00:00,20.3,90,17.9,7.15,10.4,340,342,10.5,0.2112
2017-01-25 09:00:00,20.1,90,17.7,7.04,10.41,337,340,10.4,0.2209
2017-01-25 10:00:00,19.9,89,17.2,7.52,10.01,337,338,10.8,0.2305
2017-01-25 11:00:00,20.9,87,17.8,7.54,9.62,338,339,11.3,0.2402
2017-01-25 12:00:00,21.8,85,18,7.18,9.04,341,342,11.2,0.2546
2017-01-25 13:00:00,22.4,84,18.1,6.87,8.42,339,340,10.6,0.2738
2017-01-25 14:00:00,22.6,83,18.1,6.85,8.52,337,338,10.1,0.2929
2017-01-25 15:00:00,22.8,81,18,7.21,9.14,336,337,10.2,0.3121
2017-01-25 16:00:00,22.6,83,18.1,6.71,9.17,333,335,10.5,0.3312
2017-01-25 17:00:00,21.9,86,18.5,6.08,8.63,333,335,9.6,0.3504
2017-01-25 18:00:00,20.1,87,16.8,5.79,8.41,342,342,8.8,0.3605
2017-01-25 19:00:00,19.4,88,16.4,6.31,8.99,333,334,9,0.3614
2017-01-25 20:00:00,18.1,88,15.2,7.22,10.07,323,326,10.3,0.3623
2017-01-25 21:00:00,16.6,88,13.6,7.02,10.29,324,326,10.4,0.3632
2017-01-25 22:00:00,16.2,87,13.1,7.38,10.43,324,326,10.6,0.3641
2017-01-25 23:00:00,16.2,86,12.8,7.28,10.58,323,323,10.7,0.365
2017-01-26 00:00:00,16.3,86,12.9,7.47,10.82,321,322,10.7,0.3659
2017-01-26 01:00:00,15.4,86,11.8,7.87,11.37,320,321,11.4,0.3668
2017-01-26 02:00:00,14.3,85,10.7,7.73,11.37,320,321,11.4,0.3677
2017-01-26 03:00:00,13.9,85,10.3,7.44,10.79,319,320,11.2,0.3686
2017-01-26 04:00:00,14.2,85,10.5,6.94,9.85,317,319,10.7,0.3695
2017-01-26 05:00:00,14.1,85,10.4,6.31,9.06,311,312,10,0.3863
2017-01-26 06:00:00,13.2,86,9.9,6.66,10.32,306,308,9.5,0.4189
2017-01-26 07:00:00,12.5,86,9,6.77,10.5,304,307,9.8,0.4515
2017-01-26 08:00:00,12.7,85,9.1,7.06,10.65,308,310,10.1,0.4841
2017-01-26 09:00:00,12.1,85,8.5,7.28,10.87,307,309,10.5,0.5167
2017-01-26 10:00:00,12.5,84,8.5,7.52,10.48,311,312,10.5,0.5493
2017-01-26 11:00:00,13.8,82,9.3,7.58,9.79,319,320,11.5,0.5819
2017-01-26 12:00:00,15.1,80,10.1,7.55,9.4,325,325,11.3,0.5846
2017-01-26 13:00:00,15.8,80,10.8,7.63,9.38,328,329,11.3,0.5574
2017-01-26 14:00:00,16.3,79,10.9,7.69,9.52,328,328,11.4,0.5302
2017-01-26 15:00:00,16.6,80,11.5,7.53,9.53,320,321,11.4,0.503
2017-01-26 16:00:00,16.4,82,11.9,6.93,10.12,316,317,11,0.4758
2017-01-26 17:00:00,16,82,11.4,6.94,10.96,311,314,10,0.4486
2017-01-26 18:00:00,12.8,84,9,6.04,10.15,321,326,10.8,0.4455
2017-01-26 19:00:00,13.6,83,9.2,7.02,11.67,311,317,9.9,0.4664
2017-01-26 20:00:00,14.2,83,9.9,7.53,12.42,300,307,10.7,0.4873
2017-01-26 21:00:00,14.5,82,10,8.26,13.46,291,298,11.6,0.5082
2017-01-26 22:00:00,14.7,80,9.6,9.08,14.55,289,294,13,0.5291
2017-01-26 23:00:00,16.5,79,11,9.08,14.6,289,293,13.1,0.55
2017-01-27 00:00:00,18.3,80,13.1,9.39,14.75,289,293,13.5,0.5709
2017-01-27 01:00:00,19.7,81,14.9,9.33,14.47,287,291,13.5,0.5918
2017-01-27 02:00:00,19.8,82,15.1,9.3,14.71,287,290,13.4,0.6127
2017-01-27 03:00:00,20.9,82,16.3,9.93,15.26,289,292,14.1,0.6336
2017-01-27 04:00:00,19.3,80,14.2,10.1,15.8,291,294,14.4,0.6545
2017-01-27 05:00:00,19.4,80,14.4,10.56,16.29,296,299,15.3,0.6623
2017-01-27 06:00:00,20.1,80,15.1,10.44,16.03,300,303,16,0.657
2017-01-27 07:00:00,20.8,83,16.3,10.37,15.74,304,306,15.1,0.6516
2017-01-27 08:00:00,19.9,84,16,10.44,15.79,306,309,15.2,0.6462
2017-01-27 09:00:00,19.9,85,16.2,10.49,15.99,311,313,15.2,0.6409
2017-01-27 10:00:00,21.6,85,17.8,10.82,16.05,314,316,15.7,0.6355
2017-01-27 11:00:00,23.1,85,19.2,10.47,15.42,313,316,15.7,0.6302
2017-01-27 12:00:00,24.6,86,21,9.03,15.5,309,313,15.2,0.634
2017-01-27 13:00:00,26,86,22.3,9.82,16.09,308,311,14.1,0.6469
2017-01-27 14:00:00,27.1,84,23,11.28,16.84,310,313,16.4,0.6598
2017-01-27 15:00:00,28,85,24.1,10.55,15.27,312,314,16.5,0.6727
2017-01-27 16:00:00,28.2,86,24.5,10,14.72,311,313,15.3,0.6856
2017-01-27 17:00:00,27.4,86,23.8,10.08,15.15,310,312,14.6,0.6985
2017-01-27 18:00:00,27.1,85,23.3,10.03,15.31,309,311,15.1,0.7033
2017-01-27 19:00:00,26.4,86,22.9,10,15.13,307,309,14.5,0.6999
2017-01-27 20:00:00,25.9,87,22.6,10.52,15.93,306,309,15,0.6965
2017-01-27 21:00:00,25.6,87,22.4,10.56,15.89,307,310,15.5,0.6931
2017-01-27 22:00:00,25.6,87,22.2,10.29,15.64,310,313,15.2,0.6897
2017-01-27 23:00:00,25.3,87,21.9,10.64,16.06,307,309,15.3,0.6862
2017-01-28 00:00:00,25.3,87,21.8,10.34,15.68,308,310,15.4,0.6828
2017-01-28 01:00:00,25.4,86,21.7,10.31,15.59,309,311,15,0.6794
2017-01-28 02:00:00,26.2,84,22.2,9.98,15.06,313,315,14.9,0.676
2017-01-28 03:00:00,26.2,84,22.2,9.12,13.94,315,318,14.5,0.6726
2017-01-28 04:00:00,26.5,85,22.6,8.91,13.55,317,319,13.2,0.6692
2017-01-28 05:00:00,26.5,85,22.7,8.71,13.23,318,321,12.9,0.6555
2017-01-28 06:00:00,25.4,88,22.4,8,12.21,323,325,12.6,0.6316
2017-01-28 07:00:00,25,88,22,6.88,10.9,319,322,11.5,0.6077
